Key,Material,Amount
HWP:12xAL-1xHE-1xSTL=>4xBHP,AL,12
HWP:12xAL-1xHE-1xSTL=>4xBHP,HE,1
HWP:12xAL-1xHE-1xSTL=>4xBHP,STL,1
HWP:12xAL-4xAST-1xHE=>4xHHP,AL,12
HWP:12xAL-4xAST-1xHE=>4xHHP,AST,4
HWP:12xAL-4xAST-1xHE=>4xHHP,HE,1
HWP:12xAL-1xHE-4xTI=>4xRHP,AL,12
HWP:12xAL-1xHE-4xTI=>4xRHP,HE,1
HWP:12xAL-1xHE-4xTI=>4xRHP,TI,4
HWP:2xBOS-2xCTF-1xHE=>2xATP,BOS,2
HWP:2xBOS-2xCTF-1xHE=>2xATP,CTF,2
HWP:2xBOS-2xCTF-1xHE=>2xATP,HE,1
HWP:4xCF-2xFAL-1xHE-1xKV=>8xBWH,CF,4
HWP:4xCF-2xFAL-1xHE-1xKV=>8xBWH,FAL,2
HWP:4xCF-2xFAL-1xHE-1xKV=>8xBWH,HE,1
HWP:4xCF-2xFAL-1xHE-1xKV=>8xBWH,KV,1
HWP:4xCTF-1xHE-2xTI-2xTK=>8xAWH,CTF,4
HWP:4xCTF-1xHE-2xTI-2xTK=>8xAWH,HE,1
HWP:4xCTF-1xHE-2xTI-2xTK=>8xAWH,TI,2
HWP:4xCTF-1xHE-2xTI-2xTK=>8xAWH,TK,2
HWP:8xAL-10xFET-1xHE=>4xAHP,AL,8
HWP:8xAL-10xFET-1xHE=>4xAHP,FET,10
HWP:8xAL-10xFET-1xHE=>4xAHP,HE,1
HYF:10xH2O-4xNS=>2xRCO,H2O,10
HYF:10xH2O-4xNS=>2xRCO,NS,4
HYF:14xH2O-1xNS=>8xHCP,H2O,14
HYF:14xH2O-1xNS=>8xHCP,NS,1
HYF:16xH2O-1xNS=>6xVEG,H2O,16
HYF:16xH2O-1xNS=>6xVEG,NS,1
HYF:16xH2O-2xNS=>12xALG,H2O,16
HYF:16xH2O-2xNS=>12xALG,NS,2
HYF:1xNS=>4xMUS,NS,1
HYF:20xH2O-2xNS=>12xMAI,H2O,20
HYF:20xH2O-2xNS=>12xMAI,NS,2
HYF:22xH2O-3xNS=>2xCAF,H2O,22
HYF:22xH2O-3xNS=>2xCAF,NS,3
HYF:4xNS=>12xMUS,NS,4
INC:4xGRN=>4xC,GRN,4
INC:2xGRN-4xHCP-2xMAI=>4xC,GRN,2
INC:2xGRN-4xHCP-2xMAI=>4xC,HCP,4
INC:2xGRN-4xHCP-2xMAI=>4xC,MAI,2
INC:2xGRN-4xHCP=>4xC,GRN,2
INC:2xGRN-4xHCP=>4xC,HCP,4
INC:4xHCP-2xMAI=>4xC,HCP,4
INC:4xHCP-2xMAI=>4xC,MAI,2
INC:4xHCP=>4xC,HCP,4
INC:4xMAI=>4xC,MAI,4
IVP:16xH2O-1xHCP-1xNS=>8xRSI,H2O,16
IVP:16xH2O-1xHCP-1xNS=>8xRSI,HCP,1
IVP:16xH2O-1xHCP-1xNS=>8xRSI,NS,1
IVP:1xHCP-1xNS-1xPPA=>4xMTP,HCP,1
IVP:1xHCP-1xNS-1xPPA=>4xMTP,NS,1
IVP:1xHCP-1xNS-1xPPA=>4xMTP,PPA,1
IVP:2xBAC-2xBL-4xREA-2xVIT=>20xVG,BAC,2
IVP:2xBAC-2xBL-4xREA-2xVIT=>20xVG,BL,2
IVP:2xBAC-2xBL-4xREA-2xVIT=>20xVG,REA,4
IVP:2xBAC-2xBL-4xREA-2xVIT=>20xVG,VIT,2
LAB:5xBL-5xCST-10xHEX-1xPK=>30xJUI,BL,5
LAB:5xBL-5xCST-10xHEX-1xPK=>30xJUI,CST,5
LAB:5xBL-5xCST-10xHEX-1xPK=>30xJUI,HEX,10
LAB:5xBL-5xCST-10xHEX-1xPK=>30xJUI,PK,1
LAB:10xNAB-2xO-3xS=>4xBLE,NAB,10
LAB:10xNAB-2xO-3xS=>4xBLE,O,2
LAB:10xNAB-2xO-3xS=>4xBLE,S,3
LAB:1xC-1xCL-1xH=>3xDDT,C,1
LAB:1xC-1xCL-1xH=>3xDDT,CL,1
LAB:1xC-1xCL-1xH=>3xDDT,H,1
LAB:1xCL-1xH-1xO=>3xTCL,CL,1
LAB:1xCL-1xH-1xO=>3xTCL,H,1
LAB:1xCL-1xH-1xO=>3xTCL,O,1
LAB:1xALG-1xES-1xTHF=>4xNST,ALG,1
LAB:1xALG-1xES-1xTHF=>4xNST,ES,1
LAB:1xALG-1xES-1xTHF=>4xNST,THF,1
LAB:1xF-1xO=>2xBL,F,1
LAB:1xF-1xO=>2xBL,O,1
LAB:1xHCP-1xO-1xS=>10xBAC,HCP,1
LAB:1xHCP-1xO-1xS=>10xBAC,O,1
LAB:1xHCP-1xO-1xS=>10xBAC,S,1
LAB:1xCL-1xNA-1xO=>3xBLE,CL,1
LAB:1xCL-1xNA-1xO=>3xBLE,NA,1
LAB:1xCL-1xNA-1xO=>3xBLE,O,1
LAB:1xDW-1xNS=>3xCST,DW,1
LAB:1xDW-1xNS=>3xCST,NS,1
LAB:4xAMM-4xH2O-4xNA=>20xTHF,AMM,4
LAB:4xAMM-4xH2O-4xNA=>20xTHF,H2O,4
LAB:4xAMM-4xH2O-4xNA=>20xTHF,NA,4
LAB:50xEPO-75xNCS=>50xNR,EPO,50
LAB:50xEPO-75xNCS=>50xNR,NCS,75
MCA:1xAL-8xDCS-2xSFK=>8xFAN,AL,1
MCA:1xAL-8xDCS-2xSFK=>8xFAN,DCS,8
MCA:1xAL-8xDCS-2xSFK=>8xFAN,SFK,2
MCA:3xGL-1xLCR=>1xDIS,GL,3
MCA:3xGL-1xLCR=>1xDIS,LCR,1
MCA:5xDCS-5xLDI-1xRG=>5xHD,DCS,5
MCA:5xDCS-5xLDI-1xRG=>5xHD,LDI,5
MCA:5xDCS-5xLDI-1xRG=>5xHD,RG,1
MCA:4xMPC-4xPSM-4xRAM-4xSFK=>4xMB,MPC,4
MCA:4xMPC-4xPSM-4xRAM-4xSFK=>4xMB,PSM,4
MCA:4xMPC-4xPSM-4xRAM-4xSFK=>4xMB,RAM,4
MCA:4xMPC-4xPSM-4xRAM-4xSFK=>4xMB,SFK,4
ORC:1xDDT-20xH2O-2xSOI=>10xPIB,DDT,1
ORC:1xDDT-20xH2O-2xSOI=>10xPIB,H2O,20
ORC:1xDDT-20xH2O-2xSOI=>10xPIB,SOI,2
ORC:1xDDT-30xH2O-3xSOI=>5xGRA,DDT,1
ORC:1xDDT-30xH2O-3xSOI=>5xGRA,H2O,30
ORC:1xDDT-30xH2O-3xSOI=>5xGRA,SOI,3
ORC:1xDDT-30xH2O=>10xPIB,DDT,1
ORC:1xDDT-30xH2O=>10xPIB,H2O,30
ORC:1xDDT-40xH2O=>5xGRA,DDT,1
ORC:1xDDT-40xH2O=>5xGRA,H2O,40
ORC:2xDDT-40xH2O-4xSOI=>15xHOP,DDT,2
ORC:2xDDT-40xH2O-4xSOI=>15xHOP,H2O,40
ORC:2xDDT-40xH2O-4xSOI=>15xHOP,SOI,4
ORC:2xDDT-60xH2O=>15xHOP,DDT,2
ORC:2xDDT-60xH2O=>15xHOP,H2O,60
PHF:1xBSC-2xDCM-4xMFK-20xREA=>1xADR,BSC,1
PHF:1xBSC-2xDCM-4xMFK-20xREA=>1xADR,DCM,2
PHF:1xBSC-2xDCM-4xMFK-20xREA=>1xADR,MFK,4
PHF:1xBSC-2xDCM-4xMFK-20xREA=>1xADR,REA,20
PHF:1xDCM-1xMFK-1xSAR=>1xBSC,DCM,1
PHF:1xDCM-1xMFK-1xSAR=>1xBSC,MFK,1
PHF:1xDCM-1xMFK-1xSAR=>1xBSC,SAR,1
PHF:1xNL-1xSIL=>20xBND,NL,1
PHF:1xNL-1xSIL=>20xBND,SIL,1
PHF:2xCA-4xLI-10xREA=>10xPK,CA,2
PHF:2xCA-4xLI-10xREA=>10xPK,LI,4
PHF:2xCA-4xLI-10xREA=>10xPK,REA,10
POL:70xEPO-150xPG=>1xDEC,EPO,70
POL:70xEPO-150xPG=>1xDEC,PG,150
POL:1xC-1xCL-1xH-1xO=>50xEPO,C,1
POL:1xC-1xCL-1xH-1xO=>50xEPO,CL,1
POL:1xC-1xCL-1xH-1xO=>50xEPO,H,1
POL:1xC-1xCL-1xH-1xO=>50xEPO,O,1
POL:1xC-1xH-1xMG=>50xPG,C,1
POL:1xC-1xH-1xMG=>50xPG,H,1
POL:1xC-1xH-1xMG=>50xPG,MG,1
PP1:150xPE=>1xBDE,PE,150
PP1:1xFE-2xLST=>1xBSE,FE,1
PP1:1xFE-2xLST=>1xBSE,LST,2
PP1:1xFE-50xPE=>1xBTA,FE,1
PP1:1xFE-50xPE=>1xBTA,PE,50
PP1:2xFE-1xLST=>1xBBH,FE,2
PP1:2xFE-1xLST=>1xBBH,LST,1
PP2:3xAL-120xPG=>1xLSE,AL,3
PP2:3xAL-120xPG=>1xLSE,PG,120
PP2:1xAL-2xLST=>1xBSE,AL,1
PP2:1xAL-2xLST=>1xBSE,LST,2
PP2:1xAL-5xGL=>1xLTA,AL,1
PP2:1xAL-5xGL=>1xLTA,GL,5
PP2:1xAL-1xGL=>1xBTA,AL,1
PP2:1xAL-1xGL=>1xBTA,GL,1
PP2:2xAL-1xLST=>1xBBH,AL,2
PP2:2xAL-1xLST=>1xBBH,LST,1
PP2:3xAL-35xPE=>1xLBH,AL,3
PP2:3xAL-35xPE=>1xLBH,PE,35
PP2:3xAL-1xNL=>1xLDE,AL,3
PP2:3xAL-1xNL=>1xLDE,NL,1
PP2:1xNE-50xPG=>1xAEF,NE,1
PP2:1xNE-50xPG=>1xAEF,PG,50
PP2:75xPG=>1xBDE,PG,75
PP3:1xAR-100xPE-1xTHF=>20xINS,AR,1
PP3:1xAR-100xPE-1xTHF=>20xINS,PE,100
PP3:1xAR-100xPE-1xTHF=>20xINS,THF,1
PP3:1xBBH-50xEPO-1xSTL=>1xRBH,BBH,1
PP3:1xBBH-50xEPO-1xSTL=>1xRBH,EPO,50
PP3:1xBBH-50xEPO-1xSTL=>1xRBH,STL,1
PP3:100xEPO-1xKV-1xLDE=>2xRDE,EPO,100
PP3:100xEPO-1xKV-1xLDE=>2xRDE,KV,1
PP3:100xEPO-1xKV-1xLDE=>2xRDE,LDE,1
PP3:1xLTA-6xRG=>1xRTA,LTA,1
PP3:1xLTA-6xRG=>1xRTA,RG,6
PP3:1xLDE-1xMAG=>1xMGC,LDE,1
PP3:1xLDE-1xMAG=>1xMGC,MAG,1
PP3:250xNFI-1xTI=>1xPSH,NFI,250
PP3:250xNFI-1xTI=>1xPSH,TI,1
PP3:2xBSE-225xEPO-1xSTL=>2xRSE,BSE,2
PP3:2xBSE-225xEPO-1xSTL=>2xRSE,EPO,225
PP3:2xBSE-225xEPO-1xSTL=>2xRSE,STL,1
PP3:2xLSE-1xTCS=>2xHSE,LSE,2
PP3:2xLSE-1xTCS=>2xHSE,TCS,1
PP4:2xLBH-150xPE-2xTHP=>1xTSH,LBH,2
PP4:2xLBH-150xPE-2xTHP=>1xTSH,PE,150
PP4:2xLBH-150xPE-2xTHP=>1xTSH,THP,2
PP4:1xRSE-2xTI=>1xASE,RSE,1
PP4:1xRSE-2xTI=>1xASE,TI,2
PP4:1xNG-1xRTA=>1xATA,NG,1
PP4:1xNG-1xRTA=>1xATA,RTA,1
PP4:1xLST-1xSTL-1xTA=>1xRSH,LST,1
PP4:1xLST-1xSTL-1xTA=>1xRSH,STL,1
PP4:1xLST-1xSTL-1xTA=>1xRSH,TA,1
PP4:2xKV-2xLDE=>2xADE,KV,2
PP4:2xKV-2xLDE=>2xADE,LDE,2
PP4:125xNR-2xRBH=>2xABH,NR,125
PP4:125xNR-2xRBH=>2xABH,RBH,2
PPF:10xPG=>1xPSS,PG,10
PPF:50xPG-1xSFK-10xTHF=>1xLFP,PG,50
PPF:50xPG-1xSFK-10xTHF=>1xLFP,SFK,1
PPF:50xPG-1xSFK-10xTHF=>1xLFP,THF,10
PPF:20xPG=>1xPSM,PG,20
PPF:2xMFK-40xPG-2xPSL=>2xDCL,MFK,2
PPF:2xMFK-40xPG-2xPSL=>2xDCL,PG,40
PPF:2xMFK-40xPG-2xPSL=>2xDCL,PSL,2
PPF:20xPG-2xPSM-8xSFK=>2xDCM,PG,20
PPF:20xPG-2xPSM-8xSFK=>2xDCM,PSM,2
PPF:20xPG-2xPSM-8xSFK=>2xDCM,SFK,8
PPF:40xPG=>1xPSL,PG,40
PPF:10xPG-1xPSS-4xSFK=>2xDCS,PG,10
PPF:10xPG-1xPSS-4xSFK=>2xDCS,PSS,1
PPF:10xPG-1xPSS-4xSFK=>2xDCS,SFK,4
REF:1xAMM-2xGAL-3xH=>100xSF,AMM,1
REF:1xAMM-2xGAL-3xH=>100xSF,GAL,2
REF:1xAMM-2xGAL-3xH=>100xSF,H,3
REF:1xAMM-5xNAB=>150xSF,AMM,1
REF:1xAMM-5xNAB=>150xSF,NAB,5
REF:4xH-2xHE3=>100xFF,H,4
REF:4xH-2xHE3=>100xFF,HE3,2
REF:3xTS=>2xHE3,TS,3
SCA:10xBGC-10xPSS-10xSI=>10xROM,BGC,10
SCA:10xBGC-10xPSS-10xSI=>10xROM,PSS,10
SCA:10xBGC-10xPSS-10xSI=>10xROM,SI,10
SCA:10xBCO-10xSWF-10xTRN=>10xMPC,BCO,10
SCA:10xBCO-10xSWF-10xTRN=>10xMPC,SWF,10
SCA:10xBCO-10xSWF-10xTRN=>10xMPC,TRN,10
SCA:5xBCO-1xBGO-60xPE-10xSWF=>5xPCB,BCO,5
SCA:5xBCO-1xBGO-60xPE-10xSWF=>5xPCB,BGO,1
SCA:5xBCO-1xBGO-60xPE-10xSWF=>5xPCB,PE,60
SCA:5xBCO-1xBGO-60xPE-10xSWF=>5xPCB,SWF,10
SCA:10xH-10xN-20xTRN=>20xSEN,H,10
SCA:10xH-10xN-20xTRN=>20xSEN,N,10
SCA:10xH-10xN-20xTRN=>20xSEN,TRN,20
SCA:4xCAP-4xHCC-4xMWF-4xTRN=>4xTPU,CAP,4
SCA:4xCAP-4xHCC-4xMWF-4xTRN=>4xTPU,HCC,4
SCA:4xCAP-4xHCC-4xMWF-4xTRN=>4xTPU,MWF,4
SCA:4xCAP-4xHCC-4xMWF-4xTRN=>4xTPU,TRN,4
SCA:6xBCO-6xCAP-6xPSS=>6xRAM,BCO,6
SCA:6xBCO-6xCAP-6xPSS=>6xRAM,CAP,6
SCA:6xBCO-6xCAP-6xPSS=>6xRAM,PSS,6
SE:1xBAI-1xMLI=>1xNN,BAI,1
SE:1xBAI-1xMLI=>1xNN,MLI,1
SE:1xLD-1xROM-1xWM=>1xOS,LD,1
SE:1xLD-1xROM-1xWM=>1xOS,ROM,1
SE:1xLD-1xROM-1xWM=>1xOS,WM,1
SE:1xLD-1xNF=>1xDD,LD,1
SE:1xLD-1xNF=>1xDD,NF,1
SE:1xLD-1xROM-1xSA-1xSAL=>1xDA,LD,1
SE:1xLD-1xROM-1xSA-1xSAL=>1xDA,ROM,1
SE:1xLD-1xROM-1xSA-1xSAL=>1xDA,SA,1
SE:1xLD-1xROM-1xSA-1xSAL=>1xDA,SAL,1
SKF:100xAST-100xFET-20xMFK=>1xWCB,AST,100
SKF:100xAST-100xFET-20xMFK=>1xWCB,FET,100
SKF:100xAST-100xFET-20xMFK=>1xWCB,MFK,20
SKF:100xAST-16xMFK=>1xMCB,AST,100
SKF:100xAST-16xMFK=>1xMCB,MFK,16
SKF:4xMFK-10xZR=>1xMFL,MFK,4
SKF:4xMFK-10xZR=>1xMFL,ZR,10
SKF:125xFET-8xMFK=>1xLSL,FET,125
SKF:125xFET-8xMFK=>1xLSL,MFK,8
SKF:200xAST-20xMFK=>1xLCB,AST,200
SKF:200xAST-20xMFK=>1xLCB,MFK,20
SKF:200xFET-20xMFK=>1xVCB,FET,200
SKF:200xFET-20xMFK=>1xVCB,MFK,20
SKF:20xFE-4xMFK=>1xTCB,FE,20
SKF:20xFE-4xMFK=>1xTCB,MFK,4
SKF:2xMFK-20xTI=>1xSSL,MFK,2
SKF:2xMFK-20xTI=>1xSSL,TI,20
SKF:8xMFK-20xZR=>1xLFL,MFK,8
SKF:8xMFK-20xZR=>1xLFL,ZR,20
SKF:35xFE-8xMFK=>1xVSC,FE,35
SKF:35xFE-8xMFK=>1xVSC,MFK,8
SKF:50xFAL-12xMFK=>1xSCB,FAL,50
SKF:50xFAL-12xMFK=>1xSCB,MFK,12
SKF:50xFET-4xMFK=>1xMSL,FET,50
SKF:50xFET-4xMFK=>1xMSL,MFK,4
SKF:1xMFK-5xZR=>1xSFL,MFK,1
SKF:1xMFK-5xZR=>1xSFL,ZR,5
SL:1xDA-1xDD=>1xIMM,DA,1
SL:1xDA-1xDD=>1xIMM,DD,1
SL:1xNN-1xROM=>1xWAI,NN,1
SL:1xNN-1xROM=>1xWAI,ROM,1
SL:1xDV-1xIMM-1xWAI=>2xSNM,DV,1
SL:1xDV-1xIMM-1xWAI=>2xSNM,IMM,1
SL:1xDV-1xIMM-1xWAI=>2xSNM,WAI,1
SME:4xHAL-10xLIO=>4xLI,HAL,4
SME:4xHAL-10xLIO=>4xLI,LIO,10
SME:3xAUO-1xC=>2xAU,AUO,3
SME:3xAUO-1xC=>2xAU,C,1
SME:1xO-1xSCR=>6xS,O,1
SME:1xO-1xSCR=>6xS,SCR,1
SME:2xFE-8xO=>2xSTL,FE,2
SME:2xFE-8xO=>2xSTL,O,8
SME:1xAL-3xSIO=>1xSI,AL,1
SME:1xAL-3xSIO=>1xSI,SIO,3
SME:1xC-1xFLX-1xO-3xSIO=>1xSI,C,1
SME:1xC-1xFLX-1xO-3xSIO=>1xSI,FLX,1
SME:1xC-1xFLX-1xO-3xSIO=>1xSI,O,1
SME:1xC-1xFLX-1xO-3xSIO=>1xSI,SIO,3
SME:1xC-1xO-3xSIO=>1xSI,C,1
SME:1xC-1xO-3xSIO=>1xSI,O,1
SME:1xC-1xO-3xSIO=>1xSI,SIO,3
SME:4xAL-2xO-1xSI=>1xCF,AL,4
SME:4xAL-2xO-1xSI=>1xCF,O,2
SME:4xAL-2xO-1xSI=>1xCF,SI,1
SME:1xC-1xO-4xTIO=>2xTI,C,1
SME:1xC-1xO-4xTIO=>2xTI,O,1
SME:1xC-1xO-4xTIO=>2xTI,TIO,4
SME:1xAL-1xO-4xTS=>1xSI,AL,1
SME:1xAL-1xO-4xTS=>1xSI,O,1
SME:1xAL-1xO-4xTS=>1xSI,TS,4
SME:5xCUO-10xO-1xSIO=>3xCU,CUO,5
SME:5xCUO-10xO-1xSIO=>3xCU,O,10
SME:5xCUO-10xO-1xSIO=>3xCU,SIO,1
SME:6xALO-1xC-1xO=>3xAL,ALO,6
SME:6xALO-1xC-1xO=>3xAL,C,1
SME:6xALO-1xC-1xO=>3xAL,O,1
SME:6xALO-1xC-1xFLX-1xO=>4xAL,ALO,6
SME:6xALO-1xC-1xFLX-1xO=>4xAL,C,1
SME:6xALO-1xC-1xFLX-1xO=>4xAL,FLX,1
SME:6xALO-1xC-1xFLX-1xO=>4xAL,O,1
SME:1xC-6xFEO-1xFLX-1xO=>4xFE,C,1
SME:1xC-6xFEO-1xFLX-1xO=>4xFE,FEO,6
SME:1xC-6xFEO-1xFLX-1xO=>4xFE,FLX,1
SME:1xC-6xFEO-1xFLX-1xO=>4xFE,O,1
SME:1xC-6xFEO-1xO=>3xFE,C,1
SME:1xC-6xFEO-1xO=>3xFE,FEO,6
SME:1xC-6xFEO-1xO=>3xFE,O,1
SPF:1xCHA-10xFAL-2xMFK=>1xNOZ,CHA,1
SPF:1xCHA-10xFAL-2xMFK=>1xNOZ,FAL,10
SPF:1xCHA-10xFAL-2xMFK=>1xNOZ,MFK,2
SPF:1xCBM-1xFIR-20xSTL=>1xHPR,CBM,1
SPF:1xCBM-1xFIR-20xSTL=>1xHPR,FIR,1
SPF:1xCBM-1xFIR-20xSTL=>1xHPR,STL,20
SPF:10xAST-1xCBS-1xRAG=>1xRCT,AST,10
SPF:10xAST-1xCBS-1xRAG=>1xRCT,CBS,1
SPF:10xAST-1xCBS-1xRAG=>1xRCT,RAG,1
SPF:20xBGO-1xCBS-1xRAG=>1xQCR,BGO,20
SPF:20xBGO-1xCBS-1xRAG=>1xQCR,CBS,1
SPF:20xBGO-1xCBS-1xRAG=>1xQCR,RAG,1
SPF:10xATP-50xPG-1xSFK=>1xAFP,ATP,10
SPF:10xATP-50xPG-1xSFK=>1xAFP,PG,50
SPF:10xATP-50xPG-1xSFK=>1xAFP,SFK,1
SPF:50xPG-1xSFK-5xTHP=>1xBFP,PG,50
SPF:50xPG-1xSFK-5xTHP=>1xBFP,SFK,1
SPF:50xPG-1xSFK-5xTHP=>1xBFP,THP,5
SPF:1xCHA-20xFET-4xMFK=>1xANZ,CHA,1
SPF:1xCHA-20xFET-4xMFK=>1xANZ,FET,20
SPF:1xCHA-20xFET-4xMFK=>1xANZ,MFK,4
SPF:1xCHA-4xMFK-20xWAL=>1xHNZ,CHA,1
SPF:1xCHA-4xMFK-20xWAL=>1xHNZ,MFK,4
SPF:1xCHA-4xMFK-20xWAL=>1xHNZ,WAL,20
SPF:1xCBL-2xFIR-20xWAL=>1xHYR,CBL,1
SPF:1xCBL-2xFIR-20xWAL=>1xHYR,FIR,2
SPF:1xCBL-2xFIR-20xWAL=>1xHYR,WAL,20
SPF:1xACS-4xAFP-4xANZ-20xFET-1xMFK=>1xAEN,ACS,1
SPF:1xACS-4xAFP-4xANZ-20xFET-1xMFK=>1xAEN,AFP,4
SPF:1xACS-4xAFP-4xANZ-20xFET-1xMFK=>1xAEN,ANZ,4
SPF:1xACS-4xAFP-4xANZ-20xFET-1xMFK=>1xAEN,FET,20
SPF:1xACS-4xAFP-4xANZ-20xFET-1xMFK=>1xAEN,MFK,1
SPF:1xACS-10xAST-4xBFP-1xMFK-4xNOZ=>1xENG,ACS,1
SPF:1xACS-10xAST-4xBFP-1xMFK-4xNOZ=>1xENG,AST,10
SPF:1xACS-10xAST-4xBFP-1xMFK-4xNOZ=>1xENG,BFP,4
SPF:1xACS-10xAST-4xBFP-1xMFK-4xNOZ=>1xENG,MFK,1
SPF:1xACS-10xAST-4xBFP-1xMFK-4xNOZ=>1xENG,NOZ,4
SPF:1xACS-25xBRO-6xLFP-1xMFK-6xNOZ=>1xFSE,ACS,1
SPF:1xACS-25xBRO-6xLFP-1xMFK-6xNOZ=>1xFSE,BRO,25
SPF:1xACS-25xBRO-6xLFP-1xMFK-6xNOZ=>1xFSE,LFP,6
SPF:1xACS-25xBRO-6xLFP-1xMFK-6xNOZ=>1xFSE,MFK,1
SPF:1xACS-25xBRO-6xLFP-1xMFK-6xNOZ=>1xFSE,NOZ,6
SPF:1xACS-8xAFP-4xHNZ-1xMFK-20xWAL=>1xHTE,ACS,1
SPF:1xACS-8xAFP-4xHNZ-1xMFK-20xWAL=>1xHTE,AFP,8
SPF:1xACS-8xAFP-4xHNZ-1xMFK-20xWAL=>1xHTE,HNZ,4
SPF:1xACS-8xAFP-4xHNZ-1xMFK-20xWAL=>1xHTE,MFK,1
SPF:1xACS-8xAFP-4xHNZ-1xMFK-20xWAL=>1xHTE,WAL,20
SPP:20xAST-100xPG-8xTK=>1xAGS,AST,20
SPP:20xAST-100xPG-8xTK=>1xAGS,PG,100
SPP:20xAST-100xPG-8xTK=>1xAGS,TK,8
SPP:5xATP-30xTHF=>10xAPT,ATP,5
SPP:5xATP-30xTHF=>10xAPT,THF,30
SPP:2xKV-5xLST=>10xBRP,KV,2
SPP:2xKV-5xLST=>10xBRP,LST,5
SPP:5xLST-2xTK=>8xARP,LST,5
SPP:5xLST-2xTK=>8xARP,TK,2
SPP:5xLST-5xTA-5xW=>8xSRP,LST,5
SPP:5xLST-5xTA-5xW=>8xSRP,TA,5
SPP:5xLST-5xTA-5xW=>8xSRP,W,5
SPP:20xTHF-5xTHP=>10xBPT,THF,20
SPP:20xTHF-5xTHP=>10xBPT,THP,5
SPP:14xFAL-4xKV-80xPG=>1xBGS,FAL,14
SPP:14xFAL-4xKV-80xPG=>1xBGS,KV,4
SPP:14xFAL-4xKV-80xPG=>1xBGS,PG,80
TNP:4xFLX-4xREA-1xTC=>1xETC,FLX,4
TNP:4xFLX-4xREA-1xTC=>1xETC,REA,4
TNP:4xFLX-4xREA-1xTC=>1xETC,TC,1
TNP:1xTCO=>1xO-1xTC,TCO,1
TNP:1xTC=>3xTCS,TC,1
UPF:1xCOM-10xFET-1xNV1-10xPSL-20xPSM-5xSAR=>1xBR1,COM,1
UPF:1xCOM-10xFET-1xNV1-10xPSL-20xPSM-5xSAR=>1xBR1,FET,10
UPF:1xCOM-10xFET-1xNV1-10xPSL-20xPSM-5xSAR=>1xBR1,NV1,1
UPF:1xCOM-10xFET-1xNV1-10xPSL-20xPSM-5xSAR=>1xBR1,PSL,10
UPF:1xCOM-10xFET-1xNV1-10xPSL-20xPSM-5xSAR=>1xBR1,PSM,20
UPF:1xCOM-10xFET-1xNV1-10xPSL-20xPSM-5xSAR=>1xBR1,SAR,5
UPF:1xCOM-10xFET-1xNV2-10xPSL-20xPSM-10xSAR=>1xBR2,COM,1
UPF:1xCOM-10xFET-1xNV2-10xPSL-20xPSM-10xSAR=>1xBR2,FET,10
UPF:1xCOM-10xFET-1xNV2-10xPSL-20xPSM-10xSAR=>1xBR2,NV2,1
UPF:1xCOM-10xFET-1xNV2-10xPSL-20xPSM-10xSAR=>1xBR2,PSL,10
UPF:1xCOM-10xFET-1xNV2-10xPSL-20xPSM-10xSAR=>1xBR2,PSM,20
UPF:1xCOM-10xFET-1xNV2-10xPSL-20xPSM-10xSAR=>1xBR2,SAR,10
UPF:10xDEC-1xLIS-10xPSL-20xPSM-1xTCU-10xTI=>1xCQM,DEC,10
UPF:10xDEC-1xLIS-10xPSL-20xPSM-1xTCU-10xTI=>1xCQM,LIS,1
UPF:10xDEC-1xLIS-10xPSL-20xPSM-1xTCU-10xTI=>1xCQM,PSL,10
UPF:10xDEC-1xLIS-10xPSL-20xPSM-1xTCU-10xTI=>1xCQM,PSM,20
UPF:10xDEC-1xLIS-10xPSL-20xPSM-1xTCU-10xTI=>1xCQM,TCU,1
UPF:10xDEC-1xLIS-10xPSL-20xPSM-1xTCU-10xTI=>1xCQM,TI,10
UPF:10xPSL-20xPSM-4xRAD-5xSAR-10xTI=>1xBRS,PSL,10
UPF:10xPSL-20xPSM-4xRAD-5xSAR-10xTI=>1xBRS,PSM,20
UPF:10xPSL-20xPSM-4xRAD-5xSAR-10xTI=>1xBRS,RAD,4
UPF:10xPSL-20xPSM-4xRAD-5xSAR-10xTI=>1xBRS,SAR,5
UPF:10xPSL-20xPSM-4xRAD-5xSAR-10xTI=>1xBRS,TI,10
UPF:1xCOM-10xPSL-4xSAR=>1xDOU,COM,1
UPF:1xCOM-10xPSL-4xSAR=>1xDOU,PSL,10
UPF:1xCOM-10xPSL-4xSAR=>1xDOU,SAR,4
UPF:1xADR-12xPSL-8xPSM=>1xTCU,ADR,1
UPF:1xADR-12xPSL-8xPSM=>1xTCU,PSL,12
UPF:1xADR-12xPSL-8xPSM=>1xTCU,PSM,8
UPF:1xBID-1xBWS-4xPCB-8xPSL=>1xFUN,BID,1
UPF:1xBID-1xBWS-4xPCB-8xPSL=>1xFUN,BWS,1
UPF:1xBID-1xBWS-4xPCB-8xPSL=>1xFUN,PCB,4
UPF:1xBID-1xBWS-4xPCB-8xPSL=>1xFUN,PSL,8
UPF:1xDA-10xPSL-6xPSM-1xWS=>1xLU,DA,1
UPF:1xDA-10xPSL-6xPSM-1xWS=>1xLU,PSL,10
UPF:1xDA-10xPSL-6xPSM-1xWS=>1xLU,PSM,6
UPF:1xDA-10xPSL-6xPSM-1xWS=>1xLU,WS,1
